StartupID,Industry,Age,Location,Funding,EmployeeCount,ProductCount,Patents,Partnerships,AnnualRevenue,ProfitMargin,MarketShare,CustomerSatisfaction,SuccessScore
250,Finance,1,North America,2.974605237,413,8,12,6,8.377381826,28.28996904,14.88368578,84.41166387,80.52426623
251,Health,6,North America,94.01920911,416,1,9,7,90.30442948,2.139256759,32.98818202,75.62913134,59.41774747
252,Tech,18,Asia,60.60241952,371,8,12,2,51.9095115,31.27714155,6.849111115,72.93289797,44.77849638
253,Education,10,North America,119.8723181,275,8,14,3,143.0441395,28.13218053,34.34332469,82.11598255,75.00613808
254,Tech,5,Asia,59.79894264,136,2,8,4,135.5754129,0.925674844,45.66498558,83.99054458,96.87221012
255,Tech,10,Europe,60.33386275,97,4,7,5,107.3422325,21.63259212,30.42915773,77.93647218,69.10431913
256,Finance,12,North America,148.7670431,383,6,2,0,122.9036916,-10.42203459,27.992769,81.24711376,94.36654484
257,Finance,2,Europe,10.10449578,77,9,14,3,100.4324456,33.77689313,48.0559134,54.82943412,90.1014153
258,Health,13,Europe,180.6275515,415,8,13,9,19.7117333,4.269463867,31.36982777,97.58827581,48.84476702
259,Education,8,Europe,170.5266429,414,8,8,4,115.0659621,7.337536921,12.97752166,89.53865319,82.49019531
260,Finance,2,Asia,133.7270343,407,7,13,6,32.31860334,22.34554306,14.61955119,68.69639349,66.1279315
261,Tech,20,Europe,118.8477032,252,9,4,4,49.19298541,29.2504142,35.26533213,78.14063055,55.01477952
262,Health,1,Europe,178.5143484,352,2,10,0,123.0658976,-5.8194354,36.77182969,52.36622651,81.21630134
263,Tech,5,Europe,37.47337082,277,3,2,6,80.94231565,19.68100839,15.17481159,52.0613907,84.55964312
264,Tech,9,North America,16.25434786,47,8,4,7,129.1311664,3.519882633,17.2671989,62.53991676,50.79377912
265,Finance,17,North America,48.2822789,381,6,12,6,32.74226266,2.12217544,49.55282544,84.48508212,94.86668092
266,Health,9,Asia,159.0183666,45,9,9,3,91.55898735,21.40154944,5.097627479,92.60738739,85.06883464
267,Education,11,Asia,7.416718212,174,4,12,7,13.48485491,3.230996449,20.23225142,77.959294,96.00252995
268,Education,15,North America,116.7699636,438,8,3,4,96.81608804,0.76651001,3.12237656,76.60663698,59.02439313
269,Finance,6,Asia,199.0897845,216,3,7,9,114.6175716,30.15330449,41.0539181,70.11547669,96.36010094
270,Finance,3,North America,171.2113707,497,3,12,8,88.1547032,-13.92343257,4.617291947,58.0798978,62.11105947
271,Health,17,Europe,104.528415,172,8,11,9,40.66849372,20.55355737,33.70036782,55.91770507,43.23818569
272,Education,5,Europe,13.1963614,43,5,4,4,5.67005766,-5.076476373,2.8241712,88.03398806,85.77816332
273,Education,12,Asia,166.3590161,373,3,9,0,18.79788371,-19.07010549,33.64275189,96.37517756,82.21048865
274,Education,18,North America,119.9962124,249,1,11,8,93.72314388,-9.994143868,42.15184735,72.91416082,75.87465954
275,Tech,14,North America,23.42913291,155,3,7,4,140.2286123,16.39969179,19.94107635,82.97228294,69.39362466
276,Education,11,Asia,19.22452832,115,9,8,5,31.77362619,22.54763149,26.10632467,95.72288254,41.92991622
277,Tech,9,North America,181.9705505,484,5,3,3,110.5188962,-18.73653299,20.0770869,54.50568165,77.47583509
278,Health,2,Europe,134.0054525,440,2,6,5,130.1012084,-17.8144734,15.02443793,88.52407266,65.01007691
279,Tech,12,Asia,165.9427165,51,7,1,7,78.61144459,34.15252689,40.16317003,80.84084422,73.61256416
280,Health,3,Asia,175.8562906,67,2,5,2,100.7206036,-15.60165091,13.60012869,79.93185894,65.75928052
281,Education,3,North America,114.5685842,229,4,7,4,122.4372822,33.65092952,36.14717122,64.62702142,97.96336797
282,Education,1,Asia,103.7305472,370,7,11,1,39.8405985,-6.310045175,10.30985396,84.19466774,76.24653407
283,Health,8,North America,86.37026836,73,4,6,1,45.23745547,24.40106801,12.4926898,89.73988774,84.95417984
284,Finance,8,North America,63.73084426,303,7,6,6,1.093499978,-1.416005063,16.82305813,55.64290825,96.18081685
285,Health,11,North America,87.20189419,436,7,7,9,144.5010255,31.52512154,29.45781887,76.67607155,75.49595938
286,Finance,9,North America,154.8889913,294,1,6,9,137.7141893,22.02729193,22.72111596,55.06325905,40.72375107
287,Tech,5,North America,120.5837245,300,6,4,9,114.9206713,4.108807516,37.25724049,93.62870096,42.0575007
288,Tech,14,Asia,178.5583963,207,9,6,5,12.78232713,-15.42185275,10.67836502,75.38183613,82.14030605
289,Tech,3,Europe,88.95431287,65,2,12,3,67.67793057,23.96201103,0.533614392,90.39828446,56.74510817
290,Education,5,Europe,121.614371,438,3,13,4,16.18187134,17.01308536,38.82787359,68.40428188,74.76278364
291,Tech,5,Asia,126.4458568,455,5,9,0,3.372119822,-19.82529693,41.08246669,56.25391134,52.13663087
292,Finance,19,Asia,118.5435839,322,9,2,6,92.81126182,-19.43480864,2.974008155,52.07496522,56.2149325
293,Tech,14,Europe,140.6754377,318,4,4,7,144.1635831,28.52757839,30.54537611,64.07548104,70.27846336
294,Health,4,Europe,47.86797694,165,1,6,8,135.5273355,-4.436015672,18.91033919,62.21168502,98.5341678
295,Health,13,Europe,102.7165736,335,4,14,7,104.8164674,18.16802006,39.69478276,78.0175987,76.97622935
296,Education,10,Europe,21.29284816,20,6,8,4,15.39944704,7.252865186,43.72072771,51.0869419,96.16888627
297,Health,18,Europe,77.21000987,342,5,14,2,41.85044161,31.80580087,42.55018834,76.02852721,97.56279126
298,Finance,8,North America,97.78958019,98,1,1,9,48.68845231,35.01766679,38.86021237,69.5885871,52.48659979
299,Tech,8,Asia,130.6187398,308,4,3,8,114.7093586,39.80846276,13.45261144,78.8561135,58.67161615
300,Education,7,North America,190.130945,142,6,11,5,120.5351277,-10.77895185,40.59448218,85.12087641,86.19953687
301,Tech,8,Europe,120.3298878,342,4,6,4,58.38081233,31.77784279,26.6739238,81.70459725,92.00584014
302,Tech,14,Europe,148.8469863,42,9,0,2,63.2647155,-4.038717396,2.637830742,99.23221847,71.15360465
303,Finance,19,Europe,101.5000789,131,5,12,5,7.631846852,15.44895249,22.84694249,56.91326719,99.59356404
304,Health,6,North America,127.0037543,279,8,1,2,44.08137104,10.34637003,47.10789585,71.48685045,40.69433193
305,Health,1,North America,14.65097712,168,9,8,9,68.2414914,-18.92071211,44.39296749,71.24153683,57.97555934
306,Tech,15,Europe,51.25112038,447,5,12,5,18.43047391,35.96627679,5.11321405,70.85266019,77.38970522
307,Education,1,North America,72.68969209,323,6,9,3,68.53685165,-15.30037669,37.20633429,83.1899196,68.15739466
308,Health,17,North America,94.76242432,81,1,6,1,128.123196,21.29313516,40.2896433,74.49140303,46.99617799
309,Education,1,Europe,9.606924728,178,7,11,7,87.61683194,27.10041017,13.56940941,75.87162799,62.06722513
310,Health,15,North America,28.43480746,391,4,9,3,12.7605484,27.71727094,23.58042854,71.61779961,41.5268286
311,Education,2,Asia,55.7244544,462,2,6,8,29.55902651,-11.87032886,35.54939707,99.58497305,78.56476276
312,Finance,14,Asia,194.3207718,362,5,5,6,71.70710817,6.85419703,21.95207444,96.37806744,93.56455258
313,Education,8,Asia,66.60372792,325,3,2,1,54.86158532,29.76573223,5.639845943,65.38620947,93.09244743
314,Finance,8,Asia,96.66719109,380,6,9,3,54.45032591,-1.839247377,35.29412223,55.57969624,81.97266843
315,Finance,19,Europe,39.62149369,95,8,2,4,79.86084977,8.064920522,45.58193449,91.9882362,67.94621173
316,Education,7,Europe,122.3506242,242,7,1,2,88.07499232,-3.632366438,32.62423642,99.85851257,70.72189712
317,Finance,19,Europe,56.4963015,268,3,10,8,119.732374,7.813085073,38.69003743,64.6304447,48.21512944
318,Tech,6,Asia,41.7950194,183,8,5,4,51.80401796,33.27027536,17.91812678,67.88924629,60.46102559
319,Finance,6,Asia,103.5562394,498,2,3,1,121.0144762,7.307453862,9.159912256,97.08165907,51.26368453
320,Health,3,North America,1.598406933,494,9,4,2,51.45307314,13.35472102,32.13868308,85.5564759,89.2720122
321,Education,7,North America,2.028974514,213,4,2,8,9.259515352,4.238576998,16.38856029,64.78191659,94.88523408
322,Tech,19,Asia,44.20422742,77,1,5,6,83.57396,7.607030992,43.00367595,79.05232456,72.21539569
323,Education,8,Asia,7.825911819,394,8,10,1,88.59744641,-19.08954806,6.131402499,97.21147897,83.66584243
324,Health,10,Asia,22.05113795,111,7,11,8,140.2464966,-2.975269402,21.67318499,90.59065535,47.28788625
325,Health,20,Asia,68.10269954,349,5,2,3,109.1831376,6.194903305,19.83638002,87.09163569,76.5120786
326,Health,15,North America,160.6158431,299,5,13,8,137.7481252,18.02781856,46.90269268,86.84981559,82.16746128
327,Finance,15,Asia,114.6237044,373,7,14,1,136.3437343,7.003115833,7.65674003,58.90101621,67.16608777
328,Finance,1,North America,102.7772113,448,5,13,9,91.08154243,0.269022599,0.492341251,91.23406196,54.59638507
329,Education,20,Asia,59.05102023,288,8,7,3,79.63654774,3.285924121,11.90426064,63.80593162,92.64247123
330,Education,7,Asia,186.384867,357,6,8,4,84.05870411,-5.462400248,41.01384299,96.5183329,84.5745232
331,Tech,4,Asia,79.70450073,186,5,3,1,146.7712903,35.46965697,10.4660908,68.23199955,93.99143691
332,Tech,6,North America,17.87500698,41,9,14,9,116.2019861,11.30459355,12.04390319,92.88301985,89.10415885
333,Education,1,North America,123.60477,141,2,8,0,16.83361981,-19.19543277,6.494940227,63.31167473,99.42246577
334,Finance,5,Europe,23.2107595,342,1,11,6,116.9858326,-18.83322449,35.77181016,75.72634683,51.53036399
335,Health,1,Asia,69.37201699,60,8,6,9,26.41016929,38.3776981,3.458709525,55.34426477,45.20486607
336,Education,4,Europe,101.7286818,191,3,2,0,67.6552318,-6.712946518,16.56041512,83.00594515,60.22016748
337,Tech,2,Europe,174.9073937,345,7,6,7,32.35849115,28.33649733,14.12493633,91.80396376,47.7402505
338,Finance,10,North America,98.96254278,262,8,13,2,103.7478768,-16.50348191,27.75798649,85.92236407,71.38780677
339,Education,5,North America,140.6006238,449,6,0,9,131.7191507,35.2697642,36.52081325,76.16292565,77.98173432
340,Education,10,Europe,198.5669594,62,9,2,5,44.26392092,32.46502022,26.64382173,52.25579393,74.69731691
341,Finance,1,Asia,26.73207942,367,7,5,6,13.21960044,14.26558975,46.55129965,96.67205036,55.55440812
342,Education,6,North America,55.30893934,127,5,3,9,45.47547161,-19.46008056,47.57213194,85.27447743,94.52944186
343,Finance,13,Asia,79.21792708,192,8,6,0,101.1819168,-4.531347559,18.07326642,87.29321192,41.27034182
344,Health,15,Asia,84.65472162,234,2,13,5,49.98525901,4.409358844,38.88401881,89.73402878,60.88080123
345,Finance,4,Europe,82.49870452,172,7,2,6,42.43871297,7.603847005,36.94006916,87.3871713,83.13954852
346,Finance,13,Europe,181.568395,424,4,0,5,28.4808434,-2.139274486,44.64822959,72.0558082,86.01573558
347,Finance,20,Europe,142.9495126,118,9,8,3,75.1299476,-18.02312791,22.39718201,86.68109146,64.96711267
348,Education,15,Europe,121.7770902,256,1,14,0,42.1163754,15.40764436,26.52365936,81.25133939,41.0145888
349,Education,8,North America,62.21985721,111,7,5,8,109.920542,11.44928006,20.78871568,92.70081668,77.08262075
350,Finance,5,North America,164.8461817,41,6,7,3,12.4167379,-3.019961874,42.51884596,90.12299077,43.78568087
351,Education,15,Europe,191.034572,339,8,2,6,99.94092193,-17.72144195,11.48511577,52.06871912,46.47134657
352,Tech,4,North America,164.3290574,96,5,7,6,36.39644217,39.67565123,11.98545391,68.94435452,79.01504318
353,Tech,12,Europe,0.812238486,22,1,1,1,73.9026099,8.91917121,18.63025518,51.73580761,58.74929957
354,Education,13,Asia,127.4620734,358,1,11,0,43.62739838,25.36025451,11.51714161,55.10374624,60.88180916
355,Education,2,Asia,10.7015086,67,9,3,7,108.6925327,7.138842103,28.05034182,80.0705361,69.20842462
356,Finance,19,Asia,51.89264046,154,6,2,7,141.850749,-17.40978255,6.724505325,93.69109106,98.71470369
357,Health,19,Europe,12.37517772,143,5,9,6,137.6444401,-1.423955295,16.00931097,55.99123794,97.92653324
358,Education,4,Asia,120.9571929,190,1,0,7,87.93050606,-0.79339154,45.67223492,72.55446437,64.97565996
359,Tech,4,North America,137.4746877,189,6,14,2,69.92893519,30.30117424,20.46127401,95.54394524,55.92995303
360,Finance,11,Asia,23.34028379,209,6,12,1,122.9267759,19.25379868,37.41168582,90.71504918,58.15552916
361,Education,5,Asia,77.07585717,264,3,12,6,102.815628,-3.474205782,5.673109585,75.98339482,56.12687789
362,Tech,20,Asia,91.51918354,218,8,6,7,28.35105302,38.06439728,12.37822541,88.57857197,71.93474843
363,Tech,11,North America,74.12607784,260,1,10,0,123.3169628,-0.707490056,40.36728106,76.1346887,76.41158847
364,Health,10,Europe,24.6444876,139,1,9,9,64.90377402,39.89404155,38.14964681,57.90461686,69.32676329
365,Finance,8,North America,84.08008414,65,6,1,8,29.15886334,39.76982159,19.30779593,56.23680566,64.47966173
366,Finance,6,Europe,150.3600205,367,1,3,3,42.98780521,-8.527368935,47.7198451,59.4184116,52.67710225
367,Health,6,Europe,14.66602907,314,6,8,3,40.86152751,-1.235533029,45.53215079,67.54610475,68.95033548
368,Health,8,Asia,16.49591281,92,1,5,2,78.36183922,9.162651909,48.11503746,96.52646338,60.46616283
369,Finance,15,Europe,71.27687272,328,6,7,5,35.92114351,19.84604027,21.39573451,89.98392068,72.49572777
370,Finance,14,North America,188.3742795,480,3,1,0,19.41140662,11.68284694,9.873679184,71.64007806,80.51136493
371,Education,11,North America,133.880243,211,8,6,5,19.42993674,38.16648815,31.33293195,74.65383549,77.99873047
372,Education,12,Europe,135.8946564,133,6,5,1,87.90815337,23.43934985,34.23865791,63.28047288,67.74941262
373,Health,13,Asia,72.70303817,315,1,12,8,110.479134,-7.277309037,6.272089223,85.21764782,73.36314546
374,Education,8,Asia,118.9353278,7,5,13,1,48.90841832,-13.69414699,39.32415171,90.13828357,57.09136786
375,Tech,18,North America,2.521171214,466,8,8,6,6.162955762,21.30407744,0.903010988,61.94523478,41.45441554
376,Education,1,Asia,127.4011613,426,3,6,0,19.95650815,-10.49285359,24.13641937,52.09108119,77.50116725
377,Education,15,Europe,182.700746,246,6,0,6,137.2894895,27.26061042,16.55081297,81.19444716,55.15411355
378,Tech,8,Europe,122.7084069,125,5,13,4,74.53800528,-1.337799964,37.01515299,78.12560596,80.1372226
379,Health,11,North America,174.8028694,389,6,7,7,68.58234863,-0.386404217,15.63803637,70.10655775,84.82050998
380,Tech,12,Europe,144.9326246,106,1,10,3,6.669327568,-19.35209646,41.34035564,82.19469709,94.95566477
381,Education,12,North America,24.55140407,42,7,9,9,109.5669163,22.06067603,29.74767444,77.5306649,97.48736773
382,Health,4,Europe,180.5394348,345,9,14,6,79.68214406,-13.20381482,39.69466809,62.52907883,40.63156278
383,Education,16,North America,13.75554695,417,2,2,5,31.11005948,26.37283465,49.46703189,69.88644878,99.42245256
384,Tech,4,Asia,107.0265108,137,5,13,4,17.40099027,9.512069315,33.95791729,71.40567849,80.98109911
385,Tech,5,Europe,28.8563562,206,4,1,3,58.12479168,27.0567889,49.24751582,94.01239972,78.61144962
386,Education,5,Europe,2.835468841,352,6,11,6,125.7371327,15.03559235,1.441816346,98.04520771,40.91278571
387,Finance,8,North America,84.6958349,25,6,2,4,129.9288893,-15.05400368,16.90699942,94.65006812,91.67400471
388,Finance,10,North America,59.36062118,246,2,10,4,90.82411068,25.9391402,5.392663228,85.9589012,48.72948683
389,Tech,17,Europe,97.45709851,459,2,5,0,109.4029277,-15.81203091,13.11524657,79.24963668,90.23980924
390,Tech,9,North America,115.6513774,455,4,12,1,18.15821232,8.722103234,41.94439496,84.46308177,40.93375278
391,Finance,19,Europe,9.225944926,113,1,13,4,88.63078375,-9.659047151,1.616163266,96.95546104,78.75785575
392,Finance,14,Asia,25.03915738,307,9,2,2,100.3778898,25.14011068,26.00914679,62.49993676,66.08809203
393,Education,8,North America,111.9491581,88,7,9,1,30.90621359,34.69547367,28.35643538,76.75602538,52.04600374
394,Education,9,Europe,68.96188696,87,7,4,3,132.1430552,13.2475698,28.05755733,84.48040095,46.45368351
395,Finance,11,Asia,145.9701108,295,3,5,3,30.05451389,11.62883766,23.76485369,83.96235007,66.40766179
396,Education,1,Asia,130.6321839,456,3,7,3,47.70812662,25.83779178,39.53014824,62.61394798,47.39834832
397,Education,14,Europe,169.1980704,73,1,6,3,93.46297021,-19.69527122,6.677154475,79.33657637,69.1867967
398,Health,5,North America,138.6523189,133,3,13,2,96.1141597,35.06551856,15.52885078,89.79565712,77.51302352
399,Education,14,Europe,86.27124994,200,3,10,6,105.2083264,-8.153070975,30.78630267,73.753949,89.64305162
400,Tech,4,Asia,134.7568412,144,4,7,8,17.68974525,39.04713303,34.54756831,89.66490383,80.71896623
401,Education,1,Europe,55.43854426,448,4,2,4,127.5702001,24.17523688,20.20742159,67.99412989,43.911986
402,Education,19,North America,61.60954301,287,3,3,3,80.39422271,26.45506886,43.76856317,96.93800636,58.44595195
403,Finance,8,Asia,157.9025394,316,8,5,1,71.22694732,19.37217882,20.77466983,76.69642202,57.27871648
404,Tech,15,Europe,89.56069352,238,8,10,1,147.1835461,8.299790967,20.13880672,79.79739754,94.90194541
405,Education,15,North America,159.7768779,27,1,6,4,111.3163662,14.2976616,1.810363074,51.56807844,92.06692266
406,Education,9,Asia,164.5732635,157,7,8,6,18.58289797,-17.21582684,27.55706681,58.51345686,62.2088751
407,Health,9,North America,171.5836864,281,2,12,9,113.7243359,17.43757057,35.43404193,81.64669402,44.26931535
408,Education,10,Asia,183.3687296,65,1,0,9,15.19209116,17.56588612,5.721908176,70.99351859,93.64643907
409,Education,20,Europe,86.48155149,323,3,12,8,5.093113814,33.47204784,15.2716383,75.40818952,93.29139718
410,Health,9,North America,64.11393026,382,4,14,6,61.1402584,10.33938145,39.06284769,53.14857044,91.28476792
411,Finance,3,Asia,116.6486499,56,6,7,4,149.0431478,-15.37133755,18.29597177,91.70676192,90.70489826
412,Education,20,North America,74.54889848,348,5,7,9,27.05770649,-1.628244771,12.0801231,89.22528011,68.81524007
413,Health,11,North America,120.4142963,157,4,5,9,101.2240072,19.33776473,33.61003318,59.26769879,50.64589913
414,Tech,6,Europe,141.2643796,241,8,3,9,26.83601386,-5.644468235,9.837938884,81.71646786,68.64928303
415,Finance,2,North America,137.8368012,315,4,2,5,108.9932593,-3.168330689,44.78264598,90.91576058,69.67586624
416,Tech,7,Asia,75.22330096,306,2,10,2,76.29769657,29.22814098,5.279919801,82.04270682,69.39590519
417,Tech,18,Asia,33.78861024,36,3,2,4,102.3157848,15.05918391,35.32749011,65.51990476,72.32635517
418,Health,2,Asia,86.39060302,59,6,5,7,31.22810321,10.51164591,24.97743506,82.80555752,55.45942138
419,Education,17,Asia,28.94753174,356,8,12,0,112.0986215,-0.892881992,43.49647812,60.52308738,61.97447087
420,Health,11,Europe,178.0743585,393,8,7,0,149.3472399,23.85568216,6.309754551,65.91274986,66.05119552
421,Health,12,North America,69.50255342,40,9,6,6,100.1819246,-2.736893931,33.89474592,62.00348266,47.86727257
422,Health,19,Europe,31.31471957,114,7,10,4,74.52851971,24.22381106,28.60273196,77.84625512,67.32184807
423,Health,7,North America,5.576828101,494,2,0,4,138.5529243,-15.79391118,24.00450711,55.41133234,88.62817702
424,Finance,20,North America,129.3415661,181,8,10,0,3.361924493,31.87248049,24.57036317,96.66551902,89.68357256
425,Education,6,North America,127.5620123,366,7,5,8,109.7586044,9.973987803,36.09884809,66.67561768,64.69382631
426,Tech,1,Europe,68.45053123,318,8,6,0,133.423231,6.310481002,46.88708275,60.94850636,71.12849873
427,Tech,17,North America,14.80652183,299,3,11,4,10.18951296,16.66140469,4.562582956,74.82749068,42.01901993
428,Education,11,Europe,82.22096453,340,7,6,9,68.05956139,17.45152437,0.975132381,63.84989092,80.46595339
429,Tech,18,Asia,62.58789027,101,9,8,8,31.50319864,-12.07788939,40.28523962,76.74520432,64.27635298
430,Education,17,Asia,135.5855676,373,3,10,3,85.41120667,25.37401539,5.408469378,67.42545749,66.72866099
431,Tech,7,North America,121.3529603,217,6,10,7,97.78190083,-3.444302123,49.3348398,56.60334054,92.42036363
432,Health,17,Europe,73.23644878,321,2,9,5,46.09085426,34.29771281,30.96741245,63.2947621,67.71006607
433,Tech,20,Asia,43.96956457,141,2,4,2,69.53726878,29.0710398,32.54331976,71.92199225,41.27153477
434,Education,9,Europe,197.6131752,10,5,0,3,42.62158331,0.775962492,9.944585147,51.51466132,53.64945345
435,Education,17,Europe,91.07332343,113,5,1,1,56.0392835,28.46435759,12.01561551,88.53212635,68.53723686
436,Education,20,North America,137.81071,39,7,14,0,24.77145355,1.383429958,32.96751515,81.09122823,65.46377756
437,Education,8,Asia,28.54031703,43,2,3,7,132.9483571,-13.9431391,45.4863419,80.06798036,91.62220824
438,Education,17,North America,97.37514508,154,7,4,0,2.491551173,37.71329432,49.11952773,77.30249659,72.52825056
439,Finance,7,North America,5.993575614,429,5,8,0,132.4789688,19.15612091,9.901547332,79.51565862,81.37814451
440,Finance,1,Asia,101.338296,122,6,10,3,86.18015287,7.3659716,6.705981135,96.73259764,68.15939782
441,Tech,13,Asia,192.8214727,265,8,14,9,50.41701878,3.866401092,2.820067888,50.42846054,66.37934404
442,Education,19,Europe,77.14923924,430,4,0,9,108.7355117,-0.517679945,43.41485091,52.38998548,66.77720011
443,Tech,19,Asia,8.279704509,91,7,2,5,76.65507063,38.88685573,14.73574234,59.5746705,64.65529418
444,Education,17,Europe,6.675680288,469,6,4,8,75.36719006,-11.91516409,0.090601693,58.365069,72.31500315
445,Education,13,Europe,77.90335861,80,2,2,0,17.41120015,-1.111696465,11.1909043,59.05972297,55.02660411
446,Finance,16,Europe,32.42497482,475,8,3,6,59.03788787,9.129858417,17.022054,83.59719429,93.46331163
447,Finance,8,Asia,5.158743217,468,9,14,9,36.91858753,8.679972703,49.54930847,72.97416505,59.98513289
448,Health,19,North America,151.364616,455,5,13,4,3.338689934,8.281989064,26.17707969,99.58894392,48.85143005
449,Finance,18,Europe,91.97534027,418,4,2,7,54.65484499,-9.45297105,10.23569738,61.34429574,45.79302872
450,Health,1,North America,58.20433201,317,6,3,6,14.38349728,-11.30404837,16.74091724,65.54150505,40.80537491
451,Health,14,North America,180.066595,387,8,13,3,39.26767562,-4.71394482,16.51538438,99.21203584,65.37136471
452,Health,19,Asia,23.66972256,218,3,14,3,14.78497656,34.87156923,0.986287323,91.58790704,51.25665931
453,Health,15,North America,191.2058064,461,1,12,5,16.04030221,-13.21682193,6.759152709,73.48996103,41.29887416
454,Health,18,North America,63.13636012,289,4,12,5,30.65268287,25.4455062,34.75982299,77.72984428,71.20117278
455,Tech,2,Asia,177.7365326,243,4,14,8,149.9775374,25.45290359,6.012549329,92.15889603,80.79871292
456,Finance,17,Europe,120.7871039,169,1,14,4,1.325437286,28.58622423,11.53671383,74.0490123,45.14506305
457,Health,18,North America,165.4281183,91,9,0,7,96.16222278,33.19692934,17.53686492,60.30118618,67.65524638
458,Education,6,Asia,196.8106261,145,3,11,4,22.04531101,-4.217829348,37.88674723,91.42222693,84.61772072
459,Finance,19,North America,58.03688484,164,5,7,1,138.1735924,-6.526431844,29.12004824,76.88862456,99.14840926
460,Finance,4,North America,192.2465293,50,6,3,5,14.95130111,7.930339992,34.44999925,57.65212986,80.03142068
461,Health,1,Europe,78.20163803,376,8,6,8,143.3044149,-4.094649875,28.35061627,75.27929156,54.69037305
462,Tech,8,North America,77.409625,499,6,1,2,92.02803174,24.05859934,34.17962126,70.66016903,82.99321839
463,Health,7,Asia,68.4072273,116,3,1,0,1.18894346,18.1563746,0.142107683,93.84212659,75.87576561
464,Tech,3,North America,108.5108177,411,6,5,0,134.2070725,32.49926128,46.54490722,56.30277157,52.70795731
465,Education,10,Europe,31.25193611,49,1,13,2,78.7350584,-15.03570179,5.546011544,93.76049022,91.06664955
466,Finance,10,Europe,110.9654413,405,4,1,9,40.13779056,34.905,20.3124548,75.61055084,65.64426563
467,Education,19,Asia,108.5701101,251,6,14,4,115.3245974,-2.3990824,38.55191851,70.2182215,97.71865928
468,Tech,14,Europe,152.4994116,108,7,14,2,139.0731675,9.441660756,21.7615359,58.09835922,83.37406045
469,Tech,2,North America,166.8131674,89,3,5,8,73.06993265,6.316686156,47.34212758,85.04089813,78.67378928
470,Education,1,Europe,88.36804939,454,9,10,7,48.01746769,25.61869907,23.37944742,96.34033546,83.70117025
471,Tech,18,Asia,60.81548325,489,7,14,2,118.5528235,5.219998566,43.74697028,68.76886769,68.68582113
472,Education,7,Europe,52.23731201,138,1,1,8,102.5860392,36.61318874,40.54140567,62.07925003,70.31358867
473,Finance,8,Europe,39.32745542,112,2,3,5,133.4241201,34.15203296,49.04931514,77.74334585,91.07244313
474,Education,1,Europe,12.00069265,22,1,6,6,104.1845879,32.32966912,46.32738904,89.80929742,80.8557122
475,Finance,3,Asia,68.81837178,98,9,7,3,37.2857225,-15.72450004,44.90619174,50.18838473,93.83459951
476,Education,8,Europe,54.41441458,154,9,14,3,139.8172282,31.25548369,36.58021703,81.56887182,93.44960521
477,Tech,15,Europe,193.3002685,250,7,2,1,16.62052633,26.89812673,18.34990736,79.82580003,98.58940204
478,Education,5,North America,111.7629108,293,3,13,4,40.92346977,-13.78922318,5.306270928,65.90760929,82.01287953
479,Tech,3,Asia,69.78176929,418,5,14,7,78.50899655,-13.55514047,34.43225261,72.57115018,70.13810306
480,Education,19,Europe,116.3032864,213,4,12,6,85.29556188,-13.93017131,48.93270407,62.34816121,49.97870201
481,Education,1,Asia,28.26974192,130,7,8,6,3.281277407,-19.32004441,36.33022187,89.4942869,82.32283358
482,Health,15,Europe,89.08672797,239,9,1,5,117.3053361,12.91805831,46.43646846,81.72674667,57.49466301
483,Tech,8,Europe,125.4337471,420,2,7,2,54.87949045,38.40365749,40.21523565,76.6355811,56.97685408
484,Health,2,Europe,98.03511744,430,8,7,4,61.55636261,6.321082174,8.155733756,69.62630992,54.29726659
485,Tech,3,North America,80.65487073,466,9,12,0,121.5960621,12.44545011,12.46018853,64.5692193,92.50732344
486,Health,14,North America,198.7727536,126,9,13,6,57.51322537,38.07818781,17.09328009,91.1368243,92.0778668
487,Finance,14,North America,176.122795,142,7,3,8,8.036506598,-4.689066274,8.413022217,72.57038352,77.85822669
488,Education,11,Asia,124.8694887,499,9,0,0,27.2895258,31.50821516,29.08256663,75.07237099,68.37885888
489,Tech,16,Asia,114.0907836,119,9,12,1,143.4295727,12.78342803,48.77252621,76.04143653,80.32686761
490,Tech,4,North America,124.3217657,424,3,0,2,11.490399,14.16859088,38.07294167,72.41834677,76.43376702
491,Education,20,Asia,40.66176551,166,4,1,2,53.88474894,0.590431432,21.16933745,62.80442131,64.9440549
492,Tech,5,Europe,79.32997978,205,2,13,7,75.97369589,13.69506166,0.225224049,56.01702201,62.77785205
493,Tech,14,Europe,8.372176812,238,3,14,6,74.49884327,-15.61144943,15.66380056,54.92686336,62.96765849
494,Health,16,Europe,95.37143448,32,5,11,5,1.590031509,25.87861436,26.33796438,87.87312617,75.34800419
495,Tech,18,North America,108.8334045,15,5,13,9,75.67324699,-2.918734307,16.21254369,61.17639112,78.86016137
496,Finance,7,Asia,45.93607235,210,6,8,9,58.18209624,33.25649977,5.551746151,52.78364075,67.10450521
497,Finance,10,North America,192.823755,171,7,12,3,145.839821,2.071041676,22.13824784,89.87587033,98.12148701
498,Education,7,Asia,181.9361949,251,7,1,8,24.71470352,-11.43055337,12.66264085,57.70308264,45.03074308
499,Tech,1,Europe,144.5675755,51,1,1,0,53.76897532,21.75289446,45.46161882,81.25730459,60.82282156
500,Education,19,North America,106.9106324,250,2,5,1,63.50274128,-10.12531132,5.087726425,66.93216357,65.14448099
